Order_ID,Order_Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Region,Order_Status,Sales_Channel,Order_Month,Order_Year,Order_Quarter
ORD-1219,2025-05-23,CUST-489,Care Lite,Electronics,32,1831.82,58618.24,Central,Returned,Mobile App,5,2025,2025Q2
ORD-1220,2026-01-27,CUST-372,I Lite,Electronics,33,77.55,2559.15,East,Delivered,Phone,1,2026,2026Q1
ORD-1221,2025-09-10,CUST-492,These Plus,Furniture,1,1397.87,1397.87,North,Shipped,In-Store,9,2025,2025Q3
ORD-1222,2025-10-11,CUST-164,Go Basic,Food & Beverage,19,601.72,11432.68,Central,Returned,In-Store,10,2025,2025Q4
ORD-1223,2025-11-15,CUST-165,Science Max,Clothing,2,1849.55,3699.1,North,Delivered,In-Store,11,2025,2025Q4
ORD-1224,2025-10-25,CUST-437,Without Pro,Food & Beverage,44,1942.41,85466.04,North,Pending,Online,10,2025,2025Q4
ORD-1225,2026-03-17,CUST-343,Source Plus,Clothing,26,1889.09,49116.34,Central,Shipped,In-Store,3,2026,2026Q1
ORD-1226,2025-10-06,CUST-381,Table Pro,Sports,32,953.69,30518.08,Central,Returned,Phone,10,2025,2025Q4
ORD-1227,2025-06-04,CUST-184,Might Max,Clothing,6,1725.46,10352.76,South,Shipped,Phone,6,2025,2025Q2
ORD-1228,2025-10-31,CUST-235,Enough Basic,Sports,32,1690.65,54100.8,Central,Pending,Mobile App,10,2025,2025Q4
ORD-1229,2025-06-03,CUST-370,Management Pro,Electronics,4,645.01,2580.04,Central,Delivered,Phone,6,2025,2025Q2
ORD-1230,2024-10-18,CUST-410,Conference Plus,Food & Beverage,11,1037.7849999999999,11415.63,South,Delivered,In-Store,10,2024,2024Q4
ORD-1231,2026-03-24,CUST-316,Protect Max,Furniture,17,83.65,1422.05,South,Delivered,Phone,3,2026,2026Q1
ORD-1232,2025-04-22,CUST-208,Tonight Max,Food & Beverage,38,1196.58,45470.04,East,Returned,Phone,4,2025,2025Q2
ORD-1233,2026-02-11,CUST-376,Water Basic,Sports,24,467.72,11225.28,Central,Delivered,Online,2,2026,2026Q1
ORD-1234,2025-04-08,CUST-486,Beautiful Plus,Food & Beverage,5,249.93,1249.65,West,Returned,Phone,4,2025,2025Q2
ORD-1235,2024-10-30,CUST-473,Now Max,Furniture,34,163.14,5546.76,North,Returned,Mobile App,10,2024,2024Q4
ORD-1236,2026-02-20,CUST-453,Rise Pro,Sports,6,1395.61,8373.66,South,Cancelled,Phone,2,2026,2026Q1
ORD-1237,2026-04-25,CUST-202,Director Lite,Sports,22,686.35,15099.7,Central,Returned,Online,4,2026,2026Q2
ORD-1238,2025-11-02,CUST-465,As Plus,Furniture,11,1452.29,15975.19,West,Shipped,Online,11,2025,2025Q4
ORD-1240,2026-04-19,CUST-304,Notice Basic,Furniture,16,637.43,10198.88,Central,Returned,Phone,4,2026,2026Q2
ORD-1241,2025-12-20,CUST-443,Recognize Basic,Clothing,33,1083.59,35758.47,West,Pending,Online,12,2025,2025Q4
ORD-1242,2025-01-09,CUST-432,Attack Max,Electronics,9,1583.54,14251.86,North,Returned,In-Store,1,2025,2025Q1
ORD-1243,2025-10-19,CUST-291,Image Basic,Furniture,6,644.32,3865.92,West,Returned,Phone,10,2025,2025Q4
ORD-1245,2025-04-15,CUST-364,Plant Pro,Clothing,29,1773.1,51419.9,Central,Shipped,Phone,4,2025,2025Q2
ORD-1246,2025-09-25,CUST-331,Admit Plus,Electronics,3,1235.57,3706.71,West,Pending,Online,9,2025,2025Q3
ORD-1247,2024-06-28,CUST-161,And Max,Furniture,20,473.59,9471.8,West,Cancelled,In-Store,6,2024,2024Q2
ORD-1248,2024-11-19,CUST-226,Avoid Plus,Electronics,36,1037.7849999999999,37360.26,Central,Shipped,Mobile App,11,2024,2024Q4
ORD-1249,2024-10-10,CUST-215,Support Pro,Food & Beverage,19,1741.5,33088.5,North,Returned,Phone,10,2024,2024Q4
ORD-1250,2025-03-13,CUST-132,Speech Lite,Sports,26,52.33,1360.58,Central,Pending,Phone,3,2025,2025Q1
ORD-1251,2025-07-11,CUST-273,Do Pro,Furniture,3,1750.66,5251.98,West,Shipped,Mobile App,7,2025,2025Q3
ORD-1252,2024-10-17,CUST-110,Guess Pro,Sports,19,1062.58,20189.02,East,Cancelled,Mobile App,10,2024,2024Q4
ORD-1253,2024-07-24,CUST-401,Hear Max,Clothing,20,1878.74,37574.8,North,Returned,Phone,7,2024,2024Q3
ORD-1255,2025-03-15,CUST-217,Newspaper Pro,Electronics,7,1995.89,13971.23,East,Delivered,Phone,3,2025,2025Q1
ORD-1256,2024-06-14,CUST-401,Garden Pro,Clothing,41,707.92,29024.72,North,Cancelled,Mobile App,6,2024,2024Q2
ORD-1257,2025-04-24,CUST-212,Least Lite,Clothing,33,1536.7,50711.1,South,Pending,Online,4,2025,2025Q2
ORD-1258,2026-02-04,CUST-103,Study Basic,Furniture,40,809.84,32393.6,Central,Returned,In-Store,2,2026,2026Q1
ORD-1260,2025-08-20,CUST-462,Report Plus,Electronics,18,1258.74,22657.32,North,Shipped,Phone,8,2025,2025Q3
ORD-1261,2024-09-13,CUST-423,Their Plus,Clothing,40,1748.62,69944.8,West,Returned,Online,9,2024,2024Q3
ORD-1262,2026-02-25,CUST-130,Red Max,Sports,1,1968.33,1968.33,East,Shipped,Online,2,2026,2026Q1
ORD-1263,2024-06-02,CUST-217,Happy Basic,Food & Beverage,11,1538.86,16927.46,North,Returned,In-Store,6,2024,2024Q2
ORD-1264,2024-09-16,CUST-134,Affect Plus,Furniture,28,841.36,23558.08,Central,Shipped,In-Store,9,2024,2024Q3
ORD-1265,2026-05-07,CUST-116,The Basic,Clothing,25,848.5,21212.5,North,Cancelled,Phone,5,2026,2026Q2
ORD-1266,2024-10-24,CUST-269,Of Lite,Clothing,23,1477.79,33989.17,North,Shipped,Phone,10,2024,2024Q4
ORD-1267,2025-02-10,CUST-136,Life Plus,Clothing,31,485.17,15040.27,West,Shipped,Mobile App,2,2025,2025Q1
ORD-1268,2025-10-12,CUST-363,Indeed Pro,Sports,30,229.84,6895.2,North,Returned,Phone,10,2025,2025Q4
ORD-1269,2024-08-14,CUST-221,Future Plus,Furniture,42,715.7,30059.4,East,Returned,Online,8,2024,2024Q3
ORD-1271,2024-11-07,CUST-442,Say Plus,Sports,7,599.65,4197.55,South,Cancelled,Phone,11,2024,2024Q4
ORD-1272,2024-06-18,CUST-348,Perform Max,Electronics,16,474.88,7598.08,South,Pending,In-Store,6,2024,2024Q2
ORD-1273,2025-01-05,CUST-209,College Pro,Furniture,26,93.77,2438.02,West,Delivered,Phone,1,2025,2025Q1
ORD-1274,2026-04-29,CUST-376,Hundred Max,Sports,48,45.57,2187.36,East,Shipped,Online,4,2026,2026Q2
ORD-1275,2024-07-08,CUST-167,Hot Lite,Sports,49,1975.57,96802.93,West,Cancelled,Mobile App,7,2024,2024Q3
ORD-1276,2026-03-20,CUST-470,Floor Plus,Clothing,2,861.27,1722.54,West,Shipped,Mobile App,3,2026,2026Q1
ORD-1277,2026-01-02,CUST-392,Public Plus,Sports,1,774.81,774.81,West,Delivered,In-Store,1,2026,2026Q1
ORD-1278,2025-02-22,CUST-395,Play Lite,Clothing,48,1362.5,65400.0,West,Pending,Online,2,2025,2025Q1
ORD-1279,2024-11-07,CUST-342,Real Max,Food & Beverage,12,444.33,5331.96,North,Pending,Online,11,2024,2024Q4
ORD-1280,2024-07-09,CUST-224,Kitchen Pro,Sports,5,1900.42,9502.1,Unknown,Shipped,Online,7,2024,2024Q3
ORD-1281,2026-03-25,CUST-342,Amount Max,Furniture,37,1574.83,58268.71,South,Delivered,Phone,3,2026,2026Q1
ORD-1282,2025-02-18,CUST-308,Involve Basic,Clothing,32,187.93,6013.76,East,Shipped,Mobile App,2,2025,2025Q1
ORD-1283,2025-03-28,CUST-197,Bit Max,Food & Beverage,9,840.99,7568.91,North,Returned,Online,3,2025,2025Q1
ORD-1284,2024-10-08,CUST-148,View Pro,Electronics,41,1759.45,72137.45,South,Pending,Phone,10,2024,2024Q4
ORD-1285,2025-01-12,CUST-149,Environment Plus,Electronics,35,1037.7849999999999,36322.47,Central,Cancelled,In-Store,1,2025,2025Q1
ORD-1286,2025-01-22,CUST-437,Different Max,Electronics,19,940.13,17862.47,West,Cancelled,Phone,1,2025,2025Q1
ORD-1287,2025-06-11,CUST-320,Arrive Lite,Clothing,48,1230.69,59073.12,Central,Cancelled,Phone,6,2025,2025Q2
ORD-1288,2026-01-17,CUST-281,Perform Pro,Sports,16,342.4,5478.4,South,Delivered,Online,1,2026,2026Q1
ORD-1289,2025-12-26,CUST-316,Degree Plus,Clothing,3,1982.43,5947.29,South,Delivered,In-Store,12,2025,2025Q4
ORD-1290,2025-01-04,CUST-310,Guess Pro,Electronics,20,471.03,9420.6,North,Pending,Mobile App,1,2025,2025Q1
ORD-1291,2025-10-14,CUST-339,Little Lite,Sports,24,1886.04,45264.96,North,Delivered,In-Store,10,2025,2025Q4
ORD-1292,2025-06-19,CUST-473,Fund Basic,Food & Beverage,33,1302.8,42992.4,East,Returned,In-Store,6,2025,2025Q2
ORD-1293,2025-12-07,CUST-127,When Pro,Electronics,24,1219.4,29265.6,West,Pending,In-Store,12,2025,2025Q4
ORD-1294,2024-12-22,CUST-444,Woman Pro,Furniture,11,1030.25,11332.75,Central,Pending,In-Store,12,2024,2024Q4
ORD-1295,2026-01-14,CUST-434,Any Max,Sports,49,469.03,22982.47,West,Returned,Online,1,2026,2026Q1
ORD-1296,2025-01-24,CUST-430,Car Lite,Clothing,8,361.29,2890.32,Central,Returned,Phone,1,2025,2025Q1
ORD-1297,2024-09-21,CUST-150,Law Lite,Clothing,36,1037.7849999999999,37360.26,West,Returned,Mobile App,9,2024,2024Q3
ORD-1298,2024-06-29,CUST-131,Occur Basic,Furniture,38,381.01,14478.38,South,Shipped,Mobile App,6,2024,2024Q2
ORD-1299,2026-04-09,CUST-306,Send Lite,Clothing,40,1561.37,62454.8,South,Cancelled,Phone,4,2026,2026Q2
ORD-1300,2024-08-29,CUST-472,Call Pro,Furniture,20,706.75,14135.0,West,Cancelled,Mobile App,8,2024,2024Q3
ORD-1301,2025-10-20,CUST-273,Its Basic,Electronics,35,1037.7849999999999,36322.47,East,Pending,In-Store,10,2025,2025Q4
ORD-1304,2025-09-12,CUST-198,Explain Lite,Sports,35,1856.23,64968.05,South,Returned,In-Store,9,2025,2025Q3
ORD-1305,2024-09-01,CUST-197,Up Lite,Clothing,25,1989.87,49746.75,North,Pending,Online,9,2024,2024Q3
ORD-1306,2025-09-30,CUST-374,Shoulder Max,Electronics,29,356.05,10325.45,North,Cancelled,Mobile App,9,2025,2025Q3
ORD-1307,2025-01-28,CUST-329,Have Lite,Sports,18,798.52,14373.36,West,Shipped,Online,1,2025,2025Q1
ORD-1308,2025-11-28,CUST-171,Result Basic,Furniture,46,1518.89,69868.94,Central,Returned,Phone,11,2025,2025Q4
ORD-1309,2025-03-24,CUST-316,Budget Pro,Electronics,18,1395.08,25111.44,North,Cancelled,Phone,3,2025,2025Q1
ORD-1310,2024-06-28,CUST-193,Explain Max,Furniture,2,316.25,632.5,South,Pending,Phone,6,2024,2024Q2
ORD-1311,2024-07-19,CUST-242,Management Lite,Food & Beverage,35,1633.51,57172.85,South,Pending,Online,7,2024,2024Q3
ORD-1312,2025-12-12,CUST-336,Style Lite,Sports,16,456.64,7306.24,North,Cancelled,Phone,12,2025,2025Q4
ORD-1313,2026-04-02,CUST-227,Environment Basic,Electronics,41,455.4,18671.4,North,Cancelled,In-Store,4,2026,2026Q2
ORD-1316,2025-09-06,CUST-381,Culture Pro,Furniture,4,1164.37,4657.48,West,Returned,Phone,9,2025,2025Q3
ORD-1317,2025-11-10,CUST-150,Control Pro,Clothing,33,192.06,6337.98,Central,Shipped,Phone,11,2025,2025Q4
ORD-1318,2025-05-02,CUST-125,Down Lite,Clothing,14,1756.15,24586.1,North,Cancelled,Phone,5,2025,2025Q2
ORD-1319,2026-02-27,CUST-433,Work Pro,Food & Beverage,21,1037.7849999999999,21793.48,South,Shipped,Online,2,2026,2026Q1
ORD-1320,2026-03-09,CUST-376,Chair Max,Food & Beverage,48,267.73,12851.04,North,Shipped,Online,3,2026,2026Q1
ORD-1321,2025-10-02,CUST-107,Mrs Lite,Furniture,20,1778.61,35572.2,West,Delivered,In-Store,10,2025,2025Q4
ORD-1322,2025-12-09,CUST-147,Performance Basic,Clothing,8,1911.75,15294.0,West,Returned,Mobile App,12,2025,2025Q4
ORD-1323,2025-02-25,CUST-485,Probably Max,Sports,7,1725.63,12079.41,South,Pending,In-Store,2,2025,2025Q1
ORD-1324,2024-08-28,CUST-221,Film Pro,Sports,3,1620.94,4862.82,Central,Shipped,Online,8,2024,2024Q3
ORD-1325,2025-04-29,CUST-185,South Lite,Furniture,17,1313.93,22336.81,South,Shipped,In-Store,4,2025,2025Q2
ORD-1326,2026-05-10,CUST-308,Left Max,Clothing,33,1106.21,36504.93,North,Shipped,In-Store,5,2026,2026Q2
ORD-1327,2024-07-30,CUST-348,Type Pro,Sports,48,183.1,8788.8,South,Shipped,Online,7,2024,2024Q3
ORD-1328,2025-05-24,CUST-346,Himself Lite,Clothing,12,822.82,9873.84,Central,Pending,Mobile App,5,2025,2025Q2
ORD-1331,2025-03-04,CUST-130,Group Pro,Furniture,46,1449.61,66682.06,Central,Shipped,Online,3,2025,2025Q1
ORD-1332,2026-01-16,CUST-184,Apply Pro,Clothing,30,1037.7849999999999,31133.55,East,Cancelled,Mobile App,1,2026,2026Q1
ORD-1333,2025-03-30,CUST-294,Century Plus,Clothing,38,171.28,6508.64,Central,Pending,Mobile App,3,2025,2025Q1
ORD-1334,2025-10-15,CUST-101,Fund Plus,Electronics,38,448.16,17030.08,Central,Delivered,Online,10,2025,2025Q4
ORD-1335,2025-12-03,CUST-299,Away Max,Sports,45,1369.68,61635.6,East,Cancelled,Online,12,2025,2025Q4
ORD-1336,2024-11-29,CUST-235,Bed Basic,Food & Beverage,8,161.5,1292.0,South,Cancelled,Online,11,2024,2024Q4
ORD-1337,2025-02-02,CUST-332,Fast Basic,Sports,27,1703.9,46005.3,East,Cancelled,Phone,2,2025,2025Q1
ORD-1338,2025-05-28,CUST-246,Former Pro,Electronics,27,995.34,26874.18,South,Shipped,In-Store,5,2025,2025Q2
ORD-1339,2024-07-15,CUST-316,Tv Plus,Clothing,34,966.37,32856.58,Central,Returned,In-Store,7,2024,2024Q3
ORD-1341,2025-06-28,CUST-474,Main Lite,Furniture,30,1651.12,49533.6,West,Cancelled,In-Store,6,2025,2025Q2
ORD-1342,2025-08-07,CUST-384,Bar Basic,Sports,33,702.14,23170.62,East,Delivered,Phone,8,2025,2025Q3
ORD-1343,2026-01-31,CUST-438,Apply Pro,Clothing,28,1359.25,38059.0,East,Shipped,Mobile App,1,2026,2026Q1
ORD-1344,2024-07-01,CUST-467,Cell Basic,Sports,47,1135.81,53383.07,North,Delivered,Online,7,2024,2024Q3
ORD-1345,2024-11-22,CUST-349,Begin Max,Electronics,33,541.39,17865.87,Central,Shipped,Online,11,2024,2024Q4
ORD-1346,2026-01-22,CUST-179,Growth Plus,Food & Beverage,5,1758.47,8792.35,Central,Returned,Mobile App,1,2026,2026Q1
ORD-1347,2024-06-14,CUST-197,Would Pro,Clothing,48,1596.88,76650.24,South,Returned,Mobile App,6,2024,2024Q2
ORD-1348,2025-11-22,CUST-251,Personal Pro,Furniture,19,1320.32,25086.08,West,Shipped,Mobile App,11,2025,2025Q4
ORD-1349,2025-09-03,CUST-211,Want Plus,Electronics,4,1702.66,6810.64,Central,Shipped,Phone,9,2025,2025Q3
ORD-1350,2024-10-13,CUST-129,Yeah Plus,Clothing,35,1735.92,60757.2,West,Returned,Online,10,2024,2024Q4
ORD-1352,2025-12-14,CUST-476,Heavy Pro,Furniture,17,1675.66,28486.22,East,Returned,Online,12,2025,2025Q4
ORD-1353,2025-06-07,CUST-377,Fight Plus,Clothing,44,1397.97,61510.68,West,Shipped,Mobile App,6,2025,2025Q2
ORD-1354,2024-08-30,CUST-131,Let Plus,Electronics,28,1363.48,38177.44,Central,Delivered,Phone,8,2024,2024Q3
ORD-1355,2025-04-03,CUST-482,Occur Pro,Furniture,30,1241.04,37231.2,East,Shipped,In-Store,4,2025,2025Q2
ORD-1356,2024-07-29,CUST-260,More Pro,Food & Beverage,29,1507.91,43729.39,West,Pending,Online,7,2024,2024Q3
ORD-1357,2024-08-13,CUST-129,Speak Max,Electronics,46,325.62,14978.52,West,Shipped,Mobile App,8,2024,2024Q3
ORD-1358,2025-09-03,CUST-125,Realize Basic,Furniture,6,1762.93,10577.58,Unknown,Returned,Mobile App,9,2025,2025Q3
ORD-1360,2025-07-02,CUST-344,Magazine Pro,Clothing,41,68.2,2796.2,West,Returned,In-Store,7,2025,2025Q3
ORD-1361,2026-02-20,CUST-357,Statement Lite,Electronics,37,1653.38,61175.06,South,Returned,In-Store,2,2026,2026Q1
ORD-1362,2025-07-24,CUST-371,Before Max,Furniture,24,266.45,6394.8,Central,Delivered,Online,7,2025,2025Q3
ORD-1363,2025-04-20,CUST-180,Maybe Basic,Furniture,29,676.89,19629.81,West,Pending,Online,4,2025,2025Q2
ORD-1364,2025-04-18,CUST-129,Feel Basic,Electronics,49,1489.58,72989.42,South,Delivered,Online,4,2025,2025Q2
ORD-1365,2026-02-08,CUST-360,Sort Basic,Electronics,46,329.91,15175.86,South,Shipped,Phone,2,2026,2026Q1
ORD-1366,2025-02-19,CUST-141,Hospital Max,Electronics,31,1637.75,50770.25,East,Cancelled,Mobile App,2,2025,2025Q1
ORD-1368,2024-12-08,CUST-135,Nice Basic,Food & Beverage,33,1019.86,33655.38,West,Cancelled,Mobile App,12,2024,2024Q4
ORD-1369,2026-04-01,CUST-404,Foot Basic,Food & Beverage,21,22.71,476.91,North,Cancelled,Mobile App,4,2026,2026Q2
ORD-1370,2025-05-17,CUST-134,Instead Max,Clothing,32,581.21,18598.72,Central,Shipped,Mobile App,5,2025,2025Q2
ORD-1371,2024-12-01,CUST-445,Right Plus,Food & Beverage,23,1237.68,28466.64,West,Shipped,In-Store,12,2024,2024Q4
ORD-1372,2026-01-10,CUST-220,Firm Basic,Food & Beverage,33,1962.56,64764.48,West,Cancelled,Phone,1,2026,2026Q1
ORD-1374,2025-03-07,CUST-161,Item Plus,Furniture,18,527.01,9486.18,Central,Shipped,Phone,3,2025,2025Q1
ORD-1375,2026-01-13,CUST-391,Republican Pro,Sports,25,1271.67,31791.75,South,Returned,In-Store,1,2026,2026Q1
ORD-1376,2024-12-29,CUST-226,Open Pro,Food & Beverage,42,1084.57,45551.94,West,Shipped,In-Store,12,2024,2024Q4
ORD-1378,2024-10-02,CUST-404,Future Lite,Food & Beverage,3,222.89,668.67,East,Returned,In-Store,10,2024,2024Q4
ORD-1379,2025-02-12,CUST-120,Activity Plus,Sports,40,1524.45,60978.0,South,Pending,Online,2,2025,2025Q1
ORD-1380,2025-10-15,CUST-417,Rock Plus,Clothing,46,1087.12,50007.52,Unknown,Shipped,Online,10,2025,2025Q4
ORD-1381,2024-07-28,CUST-141,Executive Lite,Clothing,24,1926.35,46232.4,North,Pending,Online,7,2024,2024Q3
ORD-1382,2025-12-02,CUST-314,Size Plus,Food & Beverage,32,690.33,22090.56,West,Cancelled,Phone,12,2025,2025Q4
ORD-1383,2026-04-24,CUST-436,Senior Max,Electronics,47,1268.92,59639.24,East,Returned,Online,4,2026,2026Q2
ORD-1384,2025-06-12,CUST-398,Lead Plus,Electronics,22,1864.74,41024.28,North,Returned,In-Store,6,2025,2025Q2
ORD-1385,2025-01-31,CUST-389,Understand Plus,Furniture,23,213.99,4921.77,Central,Delivered,Phone,1,2025,2025Q1
ORD-1386,2026-02-07,CUST-367,Me Plus,Electronics,2,1875.08,3750.16,South,Shipped,Phone,2,2026,2026Q1
ORD-1388,2025-12-18,CUST-233,Mr Max,Furniture,42,145.0,6090.0,East,Cancelled,Mobile App,12,2025,2025Q4
ORD-1389,2025-08-26,CUST-204,Address Plus,Electronics,2,608.92,1217.84,West,Shipped,Mobile App,8,2025,2025Q3
ORD-1390,2024-08-12,CUST-442,Inside Max,Electronics,26,1419.26,36900.76,Central,Delivered,In-Store,8,2024,2024Q3
ORD-1391,2024-12-08,CUST-466,Mother Max,Furniture,17,144.03,2448.51,Central,Delivered,Online,12,2024,2024Q4
ORD-1392,2026-04-09,CUST-260,Whose Max,Clothing,40,1168.52,46740.8,North,Shipped,In-Store,4,2026,2026Q2
ORD-1393,2024-12-06,CUST-222,Carry Lite,Food & Beverage,33,698.31,23044.23,North,Returned,Mobile App,12,2024,2024Q4
ORD-1394,2024-09-15,CUST-235,Writer Plus,Clothing,9,1245.62,11210.58,South,Returned,Mobile App,9,2024,2024Q3
ORD-1395,2025-03-04,CUST-302,Large Pro,Electronics,43,101.03,4344.29,Central,Cancelled,Online,3,2025,2025Q1
ORD-1396,2025-10-17,CUST-167,Thank Pro,Sports,48,1744.36,83729.28,Central,Shipped,Mobile App,10,2025,2025Q4
ORD-1397,2024-07-17,CUST-443,Sure Pro,Electronics,39,1947.24,75942.36,South,Returned,Mobile App,7,2024,2024Q3
ORD-1398,2025-09-09,CUST-430,By Pro,Furniture,29,1938.07,56204.03,West,Shipped,Mobile App,9,2025,2025Q3
ORD-1399,2025-10-01,CUST-253,Director Plus,Sports,42,1037.7849999999999,43586.97,South,Shipped,Online,10,2025,2025Q4
ORD-1400,2024-07-01,CUST-334,Tend Pro,Sports,26,268.87,6990.62,East,Pending,Online,7,2024,2024Q3
ORD-1401,2024-10-13,CUST-261,Strategy Max,Food & Beverage,35,1518.94,53162.9,East,Returned,Mobile App,10,2024,2024Q4
ORD-1402,2025-09-18,CUST-484,Develop Lite,Electronics,25,58.93,1473.25,North,Returned,Mobile App,9,2025,2025Q3
ORD-1403,2024-10-28,CUST-137,Present Basic,Food & Beverage,24,54.03,1296.72,South,Delivered,Phone,10,2024,2024Q4
ORD-1404,2026-04-08,CUST-104,Bag Pro,Clothing,13,653.98,8501.74,South,Returned,Online,4,2026,2026Q2
ORD-1405,2025-11-13,CUST-334,Brother Basic,Sports,7,982.4,6876.8,North,Returned,In-Store,11,2025,2025Q4
ORD-1406,2025-11-24,CUST-418,Red Basic,Food & Beverage,36,1543.11,55551.96,West,Delivered,In-Store,11,2025,2025Q4
ORD-1407,2025-02-26,CUST-388,Study Basic,Clothing,45,1369.76,61639.2,South,Delivered,Mobile App,2,2025,2025Q1
ORD-1408,2025-07-01,CUST-151,Only Max,Electronics,20,897.35,17947.0,Unknown,Cancelled,Mobile App,7,2025,2025Q3
ORD-1409,2025-04-05,CUST-137,Weight Pro,Electronics,1,554.52,554.52,South,Shipped,Phone,4,2025,2025Q2
ORD-1410,2026-05-23,CUST-375,Beautiful Plus,Furniture,8,1994.28,15954.24,West,Returned,Phone,5,2026,2026Q2
ORD-1411,2026-01-19,CUST-209,Own Max,Clothing,46,858.1,39472.6,South,Returned,Online,1,2026,2026Q1
ORD-1412,2025-10-29,CUST-359,Then Plus,Clothing,16,908.26,14532.16,Central,Delivered,In-Store,10,2025,2025Q4
ORD-1413,2024-12-09,CUST-235,Economic Pro,Food & Beverage,14,335.61,4698.54,East,Cancelled,Phone,12,2024,2024Q4
ORD-1414,2024-09-24,CUST-167,Truth Max,Sports,12,1591.67,19100.04,East,Returned,In-Store,9,2024,2024Q3
ORD-1415,2024-07-22,CUST-278,Either Basic,Sports,23,1390.43,31979.89,West,Cancelled,Phone,7,2024,2024Q3
ORD-1416,2025-05-12,CUST-135,Wonder Max,Furniture,15,449.33,6739.95,West,Pending,Mobile App,5,2025,2025Q2
ORD-1417,2024-07-04,CUST-225,Smile Max,Furniture,28,173.94,4870.32,Central,Delivered,Phone,7,2024,2024Q3
ORD-1418,2025-08-05,CUST-289,Picture Pro,Furniture,34,1364.19,46382.46,East,Returned,Phone,8,2025,2025Q3
ORD-1419,2026-02-02,CUST-245,Against Basic,Clothing,2,1312.48,2624.96,East,Cancelled,Online,2,2026,2026Q1
ORD-1421,2025-10-25,CUST-324,Find Lite,Electronics,23,1902.22,43751.06,East,Cancelled,Mobile App,10,2025,2025Q4
ORD-1422,2025-05-02,CUST-378,Push Lite,Food & Beverage,22,310.61,6833.42,Central,Cancelled,Online,5,2025,2025Q2
ORD-1423,2025-03-30,CUST-460,Radio Plus,Sports,25,870.35,21758.75,West,Pending,In-Store,3,2025,2025Q1
ORD-1424,2024-07-19,CUST-254,Early Lite,Sports,22,1887.8,41531.6,West,Returned,Mobile App,7,2024,2024Q3
ORD-1425,2026-05-08,CUST-413,Wish Pro,Food & Beverage,22,845.26,18595.72,North,Returned,Mobile App,5,2026,2026Q2
ORD-1426,2025-07-04,CUST-434,Arm Max,Clothing,49,1280.67,62752.83,West,Delivered,Online,7,2025,2025Q3
ORD-1427,2026-03-11,CUST-370,Little Basic,Electronics,42,801.21,33650.82,East,Cancelled,In-Store,3,2026,2026Q1
ORD-1428,2024-07-26,CUST-104,Film Max,Furniture,6,555.69,3334.14,South,Shipped,Mobile App,7,2024,2024Q3
ORD-1429,2026-02-09,CUST-441,Pretty Pro,Electronics,15,1968.12,29521.8,East,Pending,Online,2,2026,2026Q1
ORD-1430,2025-07-02,CUST-383,Down Max,Food & Beverage,43,824.57,35456.51,East,Cancelled,Mobile App,7,2025,2025Q3
ORD-1431,2026-05-01,CUST-253,Film Basic,Electronics,37,1789.26,66202.62,West,Shipped,Phone,5,2026,2026Q2
ORD-1432,2025-11-08,CUST-439,Size Lite,Furniture,33,467.61,15431.13,North,Delivered,In-Store,11,2025,2025Q4
ORD-1433,2026-04-12,CUST-153,Plan Plus,Sports,8,434.08,3472.64,Central,Pending,Phone,4,2026,2026Q2
ORD-1434,2025-11-22,CUST-168,Adult Basic,Food & Beverage,44,71.96,3166.24,South,Returned,In-Store,11,2025,2025Q4
ORD-1435,2026-04-11,CUST-235,Pull Basic,Clothing,44,1306.82,57500.08,South,Returned,Online,4,2026,2026Q2
ORD-1436,2026-01-20,CUST-159,Put Basic,Electronics,5,743.37,3716.85,North,Cancelled,Mobile App,1,2026,2026Q1
ORD-1437,2024-12-05,CUST-154,Discover Basic,Electronics,39,1730.07,67472.73,East,Pending,Mobile App,12,2024,2024Q4
ORD-1438,2024-06-15,CUST-480,Size Pro,Clothing,4,951.69,3806.76,Central,Shipped,Online,6,2024,2024Q2
ORD-1439,2024-07-14,CUST-383,Grow Basic,Clothing,6,1936.7,11620.2,Central,Delivered,Mobile App,7,2024,2024Q3
ORD-1440,2024-06-05,CUST-179,Reach Max,Furniture,45,379.2,17064.0,Central,Delivered,Phone,6,2024,2024Q2
ORD-1441,2026-02-27,CUST-239,Contain Pro,Electronics,32,1738.56,55633.92,West,Returned,Online,2,2026,2026Q1
ORD-1442,2025-01-27,CUST-244,Church Lite,Food & Beverage,30,1555.43,46662.9,East,Returned,Phone,1,2025,2025Q1
ORD-1443,2024-07-15,CUST-409,Key Max,Electronics,47,1544.13,72574.11,South,Delivered,In-Store,7,2024,2024Q3
ORD-1444,2026-04-08,CUST-207,Water Max,Furniture,35,1691.12,59189.2,South,Returned,Mobile App,4,2026,2026Q2
ORD-1445,2025-07-16,CUST-467,Whole Max,Food & Beverage,40,1524.44,60977.6,East,Delivered,Phone,7,2025,2025Q3
ORD-1446,2025-11-28,CUST-275,Last Max,Food & Beverage,16,1256.18,20098.88,South,Cancelled,Mobile App,11,2025,2025Q4
ORD-1447,2026-03-19,CUST-204,High Pro,Food & Beverage,13,271.18,3525.34,West,Shipped,In-Store,3,2026,2026Q1
ORD-1448,2024-11-15,CUST-451,Whole Lite,Furniture,42,74.73,3138.66,Central,Pending,Mobile App,11,2024,2024Q4
