Product_ID,Product_Name,Brand,Category,Stock_Quantity,Cost_Price,Selling_Price,Rating,Supplier,Last_Restocked,Profit_Margin_Pct,Stock_Status
PROD-2212,Recognize Lite,"Harper,",Clothing,0,10.69,20.56,1.2,"Smith, Watson and Decker",2025-11-01,48.01,Out of Stock
PROD-2213,Yeah Plus,"Martin,",Electronics,47,468.5,712.39,4.7,Baker-Wilson,2025-11-13,34.24,Low
PROD-2214,Finally Pro,Alvarado,Sports,183,573.31,1405.26,1.4,Williams-Daugherty,2025-12-25,59.2,Medium
PROD-2215,Approach Basic,Fuller,Sports,0,307.51,363.97,2.1,Johnson-Reyes,2025-12-28,15.51,Out of Stock
PROD-2216,Car Lite,Cole,Electronics,186,321.51,738.32,3.7,Anthony Ltd,2026-04-22,56.45,Medium
PROD-2217,Consumer Pro,"Herring,",Sports,89,961.35,1574.22,1.7,Morris-Mcdonald,2026-01-13,38.93,Medium
PROD-2218,Provide Pro,Wise,Food & Beverage,445,892.25,1005.02,1.2,"Ballard, Rodriguez and Potter",2026-04-16,11.22,High
PROD-2219,Line Plus,Padilla,Electronics,331,849.93,1390.17,2.3,"Bryan, Miller and Williams",2026-05-05,38.86,High
PROD-2220,Ahead Plus,Brown,Clothing,138,408.98,704.11,4.1,"Mack, Harris and Simmons",2026-02-21,41.92,Medium
PROD-2221,Already Basic,"Cherry,",Food & Beverage,356,18.63,26.35,2.7,Jones-Reyes,2026-01-24,29.3,High
PROD-2222,Beat Max,"Hunter,",Furniture,88,84.82,138.35,3.6,"White, York and Johnson",2026-02-26,38.69,Medium
PROD-2223,Other Elite,Rodriguez,Clothing,0,315.64,638.82,3.3,Schmidt-Evans,2026-04-30,50.59,Out of Stock
PROD-2224,Sea Elite,Potter,Clothing,18,20.66,38.13,1.1,Sanchez-Wallace,2025-10-27,45.82,Low
PROD-2225,Identify Lite,"Jensen,",Clothing,470,22.06,44.66,5.0,"Thompson, Lopez and Ray",2025-12-16,50.6,High
PROD-2226,Mind Lite,Edwards-Mullins,Furniture,310,917.02,1048.91,1.2,Keller LLC,2025-12-03,12.57,High
PROD-2227,Particularly Max,"Stone,",Clothing,357,707.63,1534.28,4.9,"Daniel, Becker and Serrano",2025-06-23,53.88,High
PROD-2228,Way Plus,Lambert,Sports,373,312.41,753.57,3.2,Alvarez-Hess,2025-08-14,58.54,High
PROD-2229,Information Plus,Hogan,Clothing,465,136.98,325.2,4.9,Leonard-Rodriguez,2026-04-18,57.88,High
PROD-2230,White Pro,Smith-Taylor,Food & Beverage,153,514.08,1108.49,1.5,Lowery-Pearson,2025-11-06,53.62,Medium
PROD-2231,Adult Basic,"Cabrera,",Furniture,389,10.32,16.21,3.0,Mcknight PLC,2026-05-10,36.34,High
PROD-2232,Animal Plus,Campbell-Smith,Electronics,259,938.72,2120.96,1.7,"Thomas, Giles and Diaz",2025-06-06,55.74,High
PROD-2233,Serve Elite,Harper,Furniture,107,417.74,613.05,1.2,Hester-Lee,2026-05-26,31.86,Medium
PROD-2234,Available Pro,Smith,Electronics,370,405.32,873.32,3.5,"Zuniga, Evans and Jackson",2025-11-20,53.59,High
PROD-2235,Return Max,Snow-Young,Clothing,284,393.64,552.34,1.8,Berg Group,2025-12-21,28.73,High
PROD-2236,Tv Pro,King,Electronics,58,73.98,84.21,3.4,Lopez-Gardner,2025-09-30,12.15,Medium
PROD-2237,Republican Max,Wilkinson,Sports,124,640.13,1354.58,1.4,Palmer-Palmer,2025-10-23,52.74,Medium
PROD-2238,Large Max,Williams,Electronics,353,734.34,1446.75,2.3,"Lewis, Douglas and Mccullough",2026-04-24,49.24,High
PROD-2239,Item Max,Rose-Powell,Electronics,272,677.74,1566.96,3.0,Kelley LLC,2025-11-06,56.75,High
PROD-2240,Talk Max,"Herrera,",Food & Beverage,106,142.74,313.41,2.7,Walker-Martin,2025-11-13,54.46,Medium
PROD-2241,Yeah Elite,Johnson,Sports,298,580.95,1394.28,3.5,Brooks-Allen,2026-04-08,58.33,High
PROD-2242,Democratic Plus,Small,Electronics,244,571.64,1230.95,3.6,"Harris, Rice and Lee",2025-09-16,53.56,High
PROD-2243,Outside Lite,Griffin,Electronics,335,869.07,1938.33,4.4,Mays and Sons,2025-10-22,55.16,High
PROD-2244,Part Max,Jackson,Clothing,449,382.23,716.53,2.3,"Hopkins, Chandler and Sosa",2025-07-01,46.66,High
PROD-2245,Finally Pro,Powers-Bullock,Furniture,417,374.63,911.65,3.7,Brown Inc,2026-02-27,58.91,High
PROD-2246,Thank Lite,Cowan-Leonard,Furniture,246,620.43,1492.42,4.8,Fuller-White,2025-08-21,58.43,High
PROD-2247,Alone Pro,"Carpenter,",Clothing,7,634.91,953.88,3.9,Chavez-Holland,2026-01-10,33.44,Low
PROD-2248,Thing Pro,Gibson,Electronics,140,471.94,1173.83,3.0,Mays-Hernandez,2026-05-20,59.79,Medium
PROD-2249,Material Pro,"Olson,",Electronics,361,445.84,805.65,3.5,Bell PLC,2025-09-21,44.66,High
PROD-2250,Reality Elite,Hensley,Food & Beverage,7,496.68,841.06,4.0,"Nguyen, Carey and Valentine",2026-04-08,40.95,Low
PROD-2251,Service Elite,Marshall,Furniture,477,861.74,1815.61,3.4,Silva-Smith,2025-09-16,52.54,High
PROD-2252,Identify Max,Elliott-Maldonado,Clothing,351,463.86,1009.65,1.1,Lopez LLC,2025-10-31,54.06,High
PROD-2253,Policy Lite,Pierce-Wiley,Food & Beverage,483,940.23,1376.63,1.8,"Jones, Evans and Jensen",2026-02-25,31.7,High
PROD-2254,Strong Max,"Glass,",Electronics,494,506.48,1238.05,4.2,"Rich, Johnson and Martinez",2025-10-11,59.09,High
PROD-2255,Individual Plus,"Moyer,",Food & Beverage,93,949.45,1665.59,2.1,Hernandez-Henderson,2025-06-13,43.0,Medium
PROD-2256,Yet Max,Potter-Green,Electronics,320,833.67,2075.55,3.9,Gregory and Sons,2025-09-16,59.83,High
PROD-2257,Government Basic,Mills-Gallegos,Food & Beverage,426,365.62,524.12,2.5,Lawrence Group,2025-06-13,30.24,High
PROD-2258,Administration Pro,"Cooper,",Electronics,38,864.32,1561.86,3.1,"Hatfield, Carter and Flores",2025-07-30,44.66,Low
PROD-2259,State Plus,"Potts,",Food & Beverage,80,114.51,170.96,1.3,"Osborne, Lyons and Roberts",2025-09-23,33.02,Medium
PROD-2260,Popular Lite,Nguyen-Wright,Electronics,186,925.42,1902.33,1.7,Martinez-Nelson,2026-05-11,51.35,Medium
PROD-2261,Would Max,Cooper,Clothing,83,633.49,940.19,4.8,Lane LLC,2025-09-17,32.62,Medium
PROD-2262,Choose Plus,"Miller,",Food & Beverage,87,59.12,147.7,4.6,"Lopez, Lara and Garrett",2026-02-11,59.97,Medium
PROD-2263,Will Max,"Hernandez,",Food & Beverage,241,646.04,1408.29,3.6,May-Jones,2025-09-08,54.13,High
PROD-2264,Second Max,Adams-Morgan,Furniture,0,974.38,1475.36,2.8,Mays PLC,2025-11-10,33.96,Out of Stock
PROD-2265,Throw Max,Hall-Stafford,Food & Beverage,92,74.45,141.42,3.7,Stevens Inc,2026-04-19,47.36,Medium
PROD-2266,Feel Pro,Carter,Clothing,85,556.91,642.7,3.5,Gonzalez Group,2026-01-20,13.35,Medium
PROD-2267,Between Pro,Singh,Clothing,0,749.06,1111.59,3.3,Black-Boyd,2025-06-04,32.61,Out of Stock
PROD-2268,Remember Elite,"Weber,",Furniture,136,811.21,1197.55,1.2,Petersen Inc,2025-08-16,32.26,Medium
PROD-2269,Fire Pro,Pruitt,Electronics,420,416.76,604.6,3.5,Brown PLC,2025-11-15,31.07,High
PROD-2270,With Elite,Barton,Clothing,73,208.15,419.26,4.1,Goodman-Turner,2025-12-10,50.35,Medium
PROD-2271,Rise Basic,Wood-Hensley,Sports,35,47.13,102.75,5.0,Mullen PLC,2025-12-22,54.13,Low
PROD-2272,Leave Lite,"Thompson,",Sports,100,581.83,650.06,1.0,"Reyes, Powell and Martinez",2025-06-11,10.5,Medium
PROD-2273,Market Max,Turner-Trujillo,Electronics,475,455.65,696.99,3.9,Jones Group,2026-01-28,34.63,High
PROD-2274,Choose Max,Morales,Electronics,155,949.0,1921.81,3.3,Maddox-Bishop,2026-01-01,50.62,Medium
PROD-2275,Customer Elite,Miller-Blair,Furniture,0,65.3,148.26,3.0,Lopez-Harmon,2026-02-13,55.96,Out of Stock
PROD-2276,Later Max,Cooper,Furniture,254,686.97,1570.85,1.5,Martinez and Sons,2026-05-22,56.27,High
PROD-2277,All Elite,Wilson,Food & Beverage,170,29.84,51.36,2.6,Flores-Benitez,2025-12-01,41.9,Medium
PROD-2278,Theory Basic,"Hicks,",Sports,468,175.58,197.38,2.4,Brown-Collins,2025-12-09,11.04,High
PROD-2279,Trade Basic,Brown-Bartlett,Sports,215,456.31,507.61,2.2,Jones Ltd,2025-06-20,10.11,High
PROD-2280,Attorney Basic,Moore,Sports,169,457.6,527.07,3.9,Morrow-Thomas,2025-06-28,13.18,Medium
PROD-2281,Economic Max,Davila-Yu,Electronics,251,687.27,1101.15,3.8,"Andrade, Kemp and Nelson",2025-09-29,37.59,High
PROD-2282,South Lite,Thompson-Sullivan,Clothing,359,910.66,1814.8,3.4,"Nguyen, Black and Fuller",2025-08-23,49.82,High
PROD-2283,Shake Elite,Smith,Sports,321,640.84,1204.3,4.8,Coleman-Reid,2025-06-08,46.79,High
PROD-2284,Top Max,Lee,Furniture,54,953.77,1594.76,2.4,Humphrey-Garcia,2025-09-06,40.19,Medium
PROD-2285,Happen Lite,Martin-Lewis,Electronics,455,882.21,1686.25,2.0,Horn-Vasquez,2025-09-23,47.68,High
PROD-2286,Buy Basic,Rowland-Martin,Clothing,431,586.58,710.56,3.6,Greene-Glover,2025-12-10,17.45,High
PROD-2287,Late Plus,Watson-Dixon,Sports,90,834.62,1966.25,1.8,Matthews Group,2025-12-27,57.55,Medium
PROD-2288,Dog Pro,"Robinson,",Electronics,277,644.36,1206.26,2.3,Brown-Daniels,2026-01-09,46.58,High
PROD-2289,Threat Pro,"Moreno,",Sports,100,83.17,202.49,1.9,"Cordova, Smith and Smith",2026-02-21,58.93,Medium
PROD-2290,Others Lite,"Neal,",Electronics,154,741.86,1273.49,1.3,Kelley-Moody,2026-02-23,41.75,Medium
PROD-2291,Capital Elite,Vance,Sports,376,99.43,145.29,4.3,Townsend-Evans,2026-04-25,31.56,High
PROD-2292,Everything Elite,"Gonzales,",Sports,348,596.11,1312.29,2.0,"Arnold, Moreno and Turner",2026-05-30,54.57,High
PROD-2293,Walk Basic,Carpenter-Smith,Clothing,450,704.13,1030.39,2.9,"Wilson, Owen and Allison",2025-09-02,31.66,High
PROD-2294,Statement Pro,"Parker,",Clothing,363,71.19,127.64,1.2,Young-Hayes,2026-04-11,44.23,High
PROD-2295,Test Pro,"Lee,",Furniture,0,234.64,332.81,3.8,Cross Ltd,2026-02-28,29.5,Out of Stock
PROD-2296,Site Basic,Aguilar-Barr,Electronics,172,916.09,1231.49,2.3,Kline LLC,2025-12-29,25.61,Medium
PROD-2297,Wife Elite,Ball,Clothing,9,618.23,1434.13,4.0,"Nelson, Cameron and Smith",2025-12-04,56.89,Low
PROD-2298,Next Lite,Howell-Brady,Electronics,227,250.05,504.69,2.6,Meyer-Roberts,2025-10-08,50.45,High
PROD-2299,Surface Lite,"Harrington,",Furniture,264,692.23,986.94,1.8,Roberts-Novak,2026-05-26,29.86,High
PROD-2300,Dinner Elite,Hutchinson,Clothing,437,598.79,1207.42,3.1,Morris-Fowler,2025-08-18,50.41,High
PROD-2301,Likely Plus,"Parker,",Clothing,247,504.07,684.51,1.5,Kennedy and Sons,2025-06-28,26.36,High
PROD-2302,Claim Pro,Miller-Chandler,Electronics,246,976.31,1766.54,2.8,Brown Inc,2026-01-17,44.73,High
PROD-2303,Point Pro,Robinson-Duran,Clothing,154,685.04,1175.82,2.3,"Brown, Nelson and Garcia",2026-02-01,41.74,Medium
PROD-2304,Produce Basic,"Brown,",Furniture,33,378.56,584.6,4.6,Becker-Franklin,2025-09-22,35.24,Low
PROD-2305,Hundred Basic,"Payne,",Furniture,498,801.07,1501.82,1.2,"Reid, Harrison and Freeman",2026-06-02,46.66,High
PROD-2306,Light Max,"Pena,",Food & Beverage,128,885.16,1256.16,3.8,Velazquez-Hudson,2025-11-28,29.53,Medium
PROD-2307,Collection Max,Cole-Long,Clothing,159,129.59,315.21,3.0,Collier-Thomas,2025-10-07,58.89,Medium
PROD-2308,Need Elite,Lynn-Foster,Electronics,88,204.55,509.08,2.3,"Whitney, Grant and Norris",1900-01-01,59.82,Medium
PROD-2309,Weight Plus,"Miller,",Furniture,92,220.15,542.76,2.7,Branch-Johnson,2025-06-10,59.44,Medium
PROD-2310,Store Lite,Hall,Sports,326,692.76,777.67,4.6,Hall and Sons,2026-03-17,10.92,High
PROD-2311,Opportunity Basic,Bonilla-Ramirez,Furniture,240,605.02,1381.2,2.0,"Jensen, Farmer and Hawkins",2026-03-29,56.2,High
PROD-2312,Morning Elite,Alvarez,Food & Beverage,322,620.9,1421.35,1.4,Perez-Martinez,2025-10-26,56.32,High
PROD-2313,Usually Lite,Trevino,Food & Beverage,467,941.07,1700.55,2.3,Woods Inc,2025-10-12,44.66,High
PROD-2314,Specific Pro,"White,",Food & Beverage,403,777.03,903.4,1.4,"Davis, Melton and Hardy",1900-01-01,13.99,High
PROD-2315,Table Lite,Gonzalez,Sports,116,132.3,189.0,1.5,Wheeler Group,2026-01-10,30.0,Medium
PROD-2316,Reason Lite,Unknown,Food & Beverage,93,350.77,439.45,3.3,Tran-Brown,2025-08-22,20.18,Medium
PROD-2317,Important Plus,Johnson-Lewis,Clothing,162,438.22,793.05,1.2,Doyle-Gomez,2026-01-24,44.74,Medium
PROD-2318,Player Basic,Peterson-Mathis,Furniture,98,398.98,502.1,1.1,"Russell, Morales and Hicks",2025-07-08,20.54,Medium
PROD-2319,Better Elite,"Howard,",Clothing,112,670.96,810.81,3.9,"Stanley, Duke and Stewart",2026-03-24,17.25,Medium
PROD-2320,Long Max,Galvan-Lewis,Clothing,358,892.43,1236.6,2.4,Graham Inc,2025-10-31,27.83,High
PROD-2321,Rise Basic,"House,",Furniture,90,309.52,587.63,1.5,Lopez-Ferguson,2025-07-29,47.33,Medium
PROD-2322,Simple Max,"Archer,",Food & Beverage,345,554.12,1252.75,2.0,Leonard Inc,2025-07-05,55.77,High
PROD-2323,Chair Max,Arnold-Fuentes,Electronics,205,790.46,1623.15,3.6,"Moss, Garcia and Garza",2025-07-02,51.3,High
PROD-2324,Break Plus,"Owens,",Sports,16,419.14,502.95,2.1,"Mcclure, Parks and Bates",2025-06-17,16.66,Low
PROD-2325,Quickly Elite,"Collins,",Sports,273,172.28,292.37,3.0,Rodriguez PLC,2025-09-21,41.07,High
PROD-2326,Positive Elite,"Thomas,",Furniture,172,477.58,714.61,1.5,Humphrey-Anderson,2026-05-18,33.17,Medium
PROD-2327,Memory Pro,"Bush,",Clothing,115,59.95,68.02,3.4,Hanson-Lowery,2025-07-16,11.86,Medium
PROD-2328,Free Plus,"Waller,",Clothing,348,942.67,1837.97,2.3,Lopez-Jones,2026-05-01,48.71,High
PROD-2329,Every Pro,"Hubbard,",Food & Beverage,467,79.45,127.47,3.5,Duke-Martinez,2026-06-02,37.67,High
PROD-2330,Economy Plus,"Alexander,",Food & Beverage,0,441.26,1087.77,4.2,Barnes-Frey,2026-03-21,59.43,Out of Stock
PROD-2331,Help Plus,Bailey,Food & Beverage,90,532.23,1254.12,3.4,"Smith, Miles and Morales",2025-06-05,57.56,Medium
PROD-2332,Quite Basic,Fletcher,Food & Beverage,81,985.38,1600.85,2.2,"Jones, Berry and Lin",2026-03-25,38.45,Medium
PROD-2333,Relationship Basic,"Fisher,",Sports,323,170.19,411.77,2.0,Hanson-Cooper,2026-02-22,58.67,High
PROD-2334,Detail Pro,Johnson,Furniture,448,118.86,179.68,2.3,"Miller, Aguilar and Larson",2026-01-26,33.85,High
PROD-2335,Network Lite,Jennings,Furniture,113,13.66,15.62,1.7,"Orr, Gardner and Martin",2026-01-23,12.55,Medium
PROD-2336,Near Basic,Little,Sports,256,159.79,258.16,1.7,"Robles, Carey and Miller",2025-07-10,38.1,High
PROD-2337,To Max,Morris-White,Electronics,57,211.24,318.39,4.2,Montes-Robinson,2026-01-31,33.65,Medium
PROD-2338,Late Elite,Lee-Hamilton,Sports,153,632.43,828.54,2.5,Wolf PLC,2026-01-21,23.67,Medium
PROD-2339,Field Lite,Steele-Dixon,Food & Beverage,364,223.61,431.06,2.7,"Sandoval, Lee and Eaton",2026-05-01,48.13,High
PROD-2340,Soldier Max,Green-Giles,Food & Beverage,403,25.42,31.74,3.4,Bailey-Davis,2025-11-27,19.91,High
PROD-2341,Must Pro,Unknown,Clothing,115,827.49,1155.24,3.4,Gates-Knight,2025-08-12,28.37,Medium
PROD-2342,Fact Basic,Walker,Sports,0,368.77,567.3,1.3,Camacho LLC,2025-07-09,35.0,Out of Stock
PROD-2343,Message Pro,King,Furniture,265,356.93,750.29,4.3,Wilson Group,2025-09-10,52.43,High
PROD-2344,Administration Elite,Powers-Miller,Furniture,314,305.97,552.9,1.7,Lane Group,2026-02-25,44.66,High
PROD-2345,Whom Lite,"Charles,",Electronics,202,975.5,1762.76,3.9,Hunt PLC,2025-10-22,44.66,High
PROD-2346,Green Elite,Moody-Oliver,Food & Beverage,40,174.26,365.59,4.1,"Owen, Marsh and Diaz",2025-10-16,52.33,Low
PROD-2347,Knowledge Plus,"James,",Clothing,104,898.75,2171.3,3.9,"Smith, Murphy and James",2026-03-31,58.61,Medium
PROD-2348,Wrong Plus,"Allison,",Electronics,388,777.92,1268.3,3.3,"Beck, Lucas and Daniels",2025-07-28,38.66,High
PROD-2349,Take Elite,Phillips-Avila,Sports,377,81.1,155.37,1.1,"Rangel, Gonzalez and Rosario",2025-06-07,47.8,High
PROD-2350,These Basic,Smith,Furniture,0,986.8,1993.22,2.4,Williamson-Jones,2025-08-31,50.49,Out of Stock
PROD-2351,According Basic,"Smith,",Sports,400,275.01,360.29,3.4,"Brown, Allen and Brown",2026-03-26,23.67,High
PROD-2352,Break Pro,Gilbert,Food & Beverage,277,103.09,223.46,2.5,Cooper-Clark,2026-04-03,53.87,High
PROD-2353,Beyond Lite,"Cummings,",Furniture,353,830.17,1667.73,4.5,Nelson-Ray,2026-04-08,50.22,High
PROD-2354,Seem Plus,Miller-Brown,Sports,236,708.14,1725.91,2.2,Fry-Knight,1900-01-01,58.97,High
PROD-2355,Significant Basic,Guzman-Hardy,Sports,424,619.13,1511.96,2.2,Maldonado-Melton,2025-06-07,59.05,High
PROD-2356,Condition Plus,Miller-Brown,Furniture,220,160.2,398.78,2.1,"Kim, Eaton and Gray",2025-10-21,59.83,High
PROD-2357,Play Basic,Moore-King,Food & Beverage,67,481.1,910.03,2.3,Garcia-Schmitt,2026-01-25,47.13,Medium
PROD-2358,Life Plus,Carr-Wallace,Electronics,196,781.65,1951.73,3.2,Jones-Gould,2025-12-05,59.95,Medium
PROD-2359,Music Plus,"Medina,",Electronics,255,307.11,608.83,3.8,"Taylor, Wilson and Livingston",2025-08-16,49.56,High
PROD-2360,Ability Basic,Ross,Clothing,138,315.13,670.45,3.7,Henderson and Sons,2026-02-19,53.0,Medium
PROD-2361,College Max,"Gray,",Furniture,311,8.13,15.08,4.2,Lam Inc,2026-04-06,46.09,High
PROD-2362,Eight Lite,Schultz,Food & Beverage,434,178.37,226.48,4.5,"Thomas, Sosa and Thomas",2026-03-25,21.24,High
PROD-2363,Never Lite,Moore-Garcia,Clothing,148,876.03,2041.04,4.3,Valencia PLC,2026-03-17,57.08,Medium
PROD-2364,Serious Pro,Webster,Furniture,98,444.54,985.76,1.1,James Ltd,2026-01-30,54.9,Medium
PROD-2365,Explain Lite,Gonzalez,Clothing,75,984.31,1919.35,3.9,Chan-Schmitt,2025-06-24,48.72,Medium
PROD-2366,Name Basic,Hayden,Electronics,281,398.73,720.52,1.8,Hines Ltd,2026-02-22,44.66,High
PROD-2367,Without Lite,Williams-Nguyen,Clothing,0,716.61,1310.3,1.5,Jordan Group,2025-08-21,45.31,Out of Stock
PROD-2368,Pressure Basic,Smith-Hensley,Furniture,402,285.51,440.75,3.6,Thomas-Lin,2025-08-01,35.22,High
PROD-2369,After Elite,Holland-Contreras,Furniture,108,366.99,503.89,2.3,Nguyen Ltd,2025-09-04,27.17,Medium
PROD-2370,Response Pro,Carey,Clothing,187,194.77,371.1,1.2,Alvarez-Murphy,2026-03-13,47.52,Medium
PROD-2371,Site Basic,"Williams,",Furniture,198,350.33,832.21,1.6,Smith PLC,2026-02-23,57.9,Medium
PROD-2372,Eight Plus,Booker-Gutierrez,Electronics,302,549.5,857.31,1.0,"Barnes, Lamb and Brock",2025-08-02,35.9,High
PROD-2373,Walk Basic,Wilson,Electronics,326,991.81,2200.44,4.6,Brown Inc,2025-08-26,54.93,High
PROD-2374,Though Elite,"Gibson,",Furniture,153,665.88,1643.7,1.1,Torres and Sons,2026-04-28,59.49,Medium
PROD-2375,Field Elite,"Gonzalez,",Electronics,39,203.25,289.27,1.8,Huang Group,2026-02-26,29.74,Low
PROD-2376,American Basic,Franklin,Furniture,132,49.74,76.64,2.7,"Salinas, Prince and Watts",2026-03-30,35.1,Medium
PROD-2377,Lot Max,"Gonzales,",Clothing,404,130.72,321.75,2.4,"Davis, Johnson and Gill",2025-07-13,59.37,High
PROD-2378,Turn Max,Daniels,Food & Beverage,461,564.74,1169.18,4.6,Garcia Ltd,2026-05-24,51.7,High
PROD-2379,Resource Lite,Figueroa,Sports,131,766.33,1320.39,1.2,Morgan-Campbell,2025-08-29,41.96,Medium
PROD-2380,Crime Max,Taylor-Johnson,Furniture,278,940.72,2295.97,3.0,Smith-Young,2025-06-16,59.03,High
PROD-2381,Study Elite,Johnson,Clothing,0,20.74,34.72,3.7,Cook-Compton,2026-05-06,40.26,Out of Stock
PROD-2382,Politics Max,"Carpenter,",Sports,83,525.15,948.96,4.7,"Thomas, Hamilton and Thompson",2025-11-22,44.66,Medium
PROD-2383,Benefit Basic,"Hunt,",Electronics,398,473.51,892.4,3.5,Wilcox Ltd,2026-04-10,46.94,High
PROD-2384,Door Pro,"Rich,",Food & Beverage,241,657.77,793.94,4.2,Alexander-Fuller,2025-07-02,17.15,High
PROD-2385,Floor Lite,"Fowler,",Furniture,115,561.78,902.9,1.3,"Taylor, Obrien and Miller",2025-10-02,37.78,Medium
PROD-2386,Town Lite,Bell,Sports,0,688.6,1224.2,2.5,"Barrett, Montgomery and Richardson",2026-01-12,43.75,Out of Stock
PROD-2387,Star Pro,"Coleman,",Clothing,220,659.79,938.54,2.5,"Holloway, Rasmussen and Carter",2025-11-24,29.7,High
PROD-2388,Trouble Basic,"Valdez,",Sports,391,121.43,267.25,4.5,"Williams, Goodman and Evans",2025-09-06,54.56,High
PROD-2389,Pull Lite,"Reid,",Clothing,40,800.72,1138.36,1.6,Johnston PLC,2026-02-26,29.66,Low
PROD-2390,Mind Max,"Roberts,",Electronics,367,127.62,288.29,1.6,Reed Group,2025-10-06,55.73,High
PROD-2391,Series Pro,Contreras-Smith,Sports,146,700.04,1737.11,2.3,Miller-Chavez,2025-07-13,59.7,Medium
PROD-2392,Material Elite,"Lopez,",Furniture,111,419.06,1004.07,1.2,Boyer Ltd,2025-11-18,58.26,Medium
PROD-2393,However Lite,Zimmerman,Sports,102,516.28,744.95,1.7,Ramsey-Lee,2025-08-19,30.7,Medium
PROD-2394,Condition Max,"Raymond,",Electronics,45,903.78,2144.64,4.9,Blake Inc,2025-08-03,57.86,Low
PROD-2395,Firm Lite,"Chen,",Sports,411,890.43,1819.81,2.7,"Hall, Hamilton and Contreras",2026-05-11,51.07,High
PROD-2396,Break Max,"Randall,",Food & Beverage,493,818.77,1663.96,3.5,House Inc,2025-10-14,50.79,High
PROD-2397,Herself Pro,"Martinez,",Food & Beverage,474,512.6,998.42,3.9,Schwartz and Sons,2026-01-23,48.66,High
PROD-2398,Leader Elite,Woods-Mills,Furniture,323,737.56,1633.1,2.5,Coleman-Bailey,2025-09-14,54.84,High
PROD-2399,North Lite,Hernandez-Barr,Furniture,377,515.33,813.29,1.6,Solis Group,2025-07-30,36.64,High
PROD-2400,Operation Lite,"Wilson,",Clothing,270,870.26,1101.01,1.8,"Gray, Tucker and Brown",2025-06-10,20.96,High
PROD-2401,Policy Basic,"Bowman,",Clothing,482,405.76,678.39,2.3,"Taylor, Carter and Weaver",2026-03-08,40.19,High
PROD-2402,Stand Pro,Gonzalez,Electronics,420,970.38,1753.51,3.5,Webster-Bauer,2025-11-03,44.66,High
PROD-2403,Affect Pro,Olsen-Burke,Food & Beverage,384,932.66,1219.69,2.6,Brown-Brown,2026-01-25,23.53,High
PROD-2404,Reason Elite,Morales-Brown,Food & Beverage,194,742.89,1331.17,1.0,Cunningham-Erickson,2025-08-08,44.19,Medium
PROD-2405,Chair Max,"Edwards,",Electronics,366,283.02,660.57,3.1,Brown-Long,1900-01-01,57.16,High
PROD-2406,Research Elite,Collins-Brown,Furniture,279,136.0,187.32,4.7,Douglas and Sons,2026-06-02,27.4,High
PROD-2407,Project Basic,Webster-Christian,Food & Beverage,282,855.43,1156.44,4.2,Wilson Group,2026-01-30,26.03,High
PROD-2408,Home Max,"Gordon,",Electronics,39,169.48,306.26,4.3,Mccarthy-Rios,2026-05-17,44.66,Low
PROD-2409,World Max,"Camacho,",Electronics,446,854.99,1140.11,4.2,Alvarez-Welch,2025-08-06,25.01,High
PROD-2410,Network Pro,"Grant,",Food & Beverage,188,493.31,891.43,3.0,Hensley-Smith,2025-09-12,44.66,Medium
PROD-2411,Customer Elite,Day,Clothing,163,409.52,889.36,4.1,Carlson Group,2025-12-25,53.95,Medium
PROD-2412,Let Basic,Snyder,Sports,481,903.67,1894.03,1.6,"Smith, Jacobs and Rivers",2025-11-04,52.29,High
PROD-2413,Realize Max,"Alexander,",Furniture,476,605.83,1064.93,3.6,Price-Ford,2026-04-22,43.11,High
PROD-2414,What Elite,Romero,Sports,23,578.73,718.43,3.6,Strickland-Meyers,2025-11-19,19.45,Low
PROD-2415,Couple Lite,"Jones,",Food & Beverage,23,560.97,1299.9,1.1,"Johnson, Page and Roach",2025-12-04,56.85,Low
PROD-2416,Born Plus,Adams,Clothing,489,374.31,848.71,4.2,"Nichols, Mullins and Pruitt",2025-10-31,55.9,High
PROD-2417,Ok Basic,Reid-Montoya,Sports,3,786.71,891.74,4.6,Wilkins LLC,2025-11-23,11.78,Low
PROD-2418,Claim Max,Roberts,Electronics,322,256.53,342.14,2.1,Wells-Richardson,2026-02-12,25.02,High
PROD-2419,Away Max,Simon,Furniture,289,939.2,1129.13,4.2,Kim-Schmidt,2026-01-30,16.82,High
PROD-2420,Media Pro,Cantu-Patton,Electronics,440,894.52,1628.79,1.3,Dixon-Carr,2026-04-12,45.08,High
PROD-2421,Ground Elite,Thomas,Sports,432,340.79,627.41,3.4,Hicks-Holden,2026-04-29,45.68,High
PROD-2422,Part Pro,Holland-Mitchell,Electronics,470,730.82,1201.0,2.9,Parsons-Hernandez,2025-09-09,39.15,High
PROD-2423,Instead Max,Wells-Thompson,Food & Beverage,180,575.36,973.11,3.2,Garrett PLC,2025-11-20,40.87,Medium
PROD-2424,Firm Lite,Cordova,Furniture,247,340.96,435.89,4.7,Grant-Preston,2026-01-20,21.78,High
PROD-2425,Degree Elite,Farrell,Clothing,115,988.58,2052.0,4.5,"Mclaughlin, Walters and Love",2026-04-28,51.82,Medium
PROD-2426,Television Max,Smith,Food & Beverage,278,30.11,43.3,4.1,Wilkerson PLC,2025-12-02,30.46,High
PROD-2427,Professional Lite,Tucker-Green,Electronics,364,256.38,387.33,2.1,Owens-Carter,2026-01-13,33.81,High
